item,day
Tamarind seedless,15
Chillies Cleaned,5
Chillies Bajji,12
Chillies small (C.B.P),6
Apple Newzeland,24
Apple Australia,23
Apple Fuji chaina,19
Jumbu juice,4
South Af.red berry,3
Nagapur Orange Economy,18
Pickles mixed veg,309
Tamarind Paste 150 gm,141
Gulkan 1/4 kg,140
Gulkan 1/2 kg,124
Gulkan 1 kg,137
Guava,11
Chicco(Sapota),5
Custerd Apple,17
Indian red globe,9
Apple Chilli,17
Bread fruit,5
Peas seeds,6
Brinjal Mlore,9
Brinjal Bottle,11
Brinjal (R),5
Honney 100 gm,6
Honney 200 gm,6
Honney 1 Kg,12
Honney 1/2,7
Apple Delicious,24
Apple Simla,24
Malenian apple,18
Apple Premium,18
Washington red apple,12
Apple Washington,10
Apple Economy,12
Raddish,32
Sweet Potato(Genasu),23
Dates seedless,195
Potato Baby,44
Dry fruit mixed,154
Badami,320
Dry apricot,8
S.mellon namdhari (Red),13
Mosambi polo,9
Mosambi,12
S.mellon namdhari,18
Plum Ooty,4
Watermellon,18
Watermellon kiran,10
Jam 100 gm,169
Jam 200 gm,132
Jam 1/2 kg,162
Jam 1 kg,92
Tamarind sweet 500gm,38
Rampal,9
Rose apple,19
Pomello/Chakotha,24
Peaches,3
Plum Australia,4
Anjura/Fig,3
Butter fruit,14
Bore fruit,9
Copra,188
Chocolates Drink box,114
Fanda,7
S.mellon Local (Luck),16
Batani kalu,8
Hesaru kalu,6
Molake kalu,7
Onion small(Economy),33
Onion Big,37
Baby corn cleaned,14
Onion medium,27
Mushroom Oyster,4
Thiland Juice,3
Pineapple juice,24
Thiland Jelly,4
Kashini (Ganike) Greens,3
Cucumber white,11
Cluster Beans Bunches,14
Guava Allahabad(Red),6
Grapes Dilkush,4
GrapesAnabi shahi,5
Grapes Blore blue,5
Beet Root,5
Kiwi fruit,4
Komark fruit,11
Jambo fruit(Nerale),96
Mango mallika,9
Mango malagova,11
Mango Bygan palli,9
Bottle Gourd,13
Bitter Gourd,6
Yam/S.Root,38
Berry ball,6
Berry Golden,5
Berry Southafrica,6
Pickles,356
Rice Bran 15 lt Tin,216
G. nut sungold 1 lt,12
Avarebele (F. Beans spok),6
Avarekai (Field Beans ),10
Mushroom Milky,4
Mushroom Button,2
Lime Bijapur,11
Banana cooking R.Banana,8
Papaya red indian,10
Indian Black globe Grapes,5
Banana Nendra,5
Banana Rasabale,11
Banana karpura,5
Brinjal (W),9
Brinjal long,11
Beans cleaned,6
Beans Fruit,11
Coconut oil 500 ml,217
Stevia powder,141
Pepper,14
Pineapple,24
Papaya sola,5
Papaya Red lady,6
Mango,5
Peas local,11
Peas Delhi,11
Onion samber,42
Grapesh Tash ganesh,5
Chikkadikai cleaned,5
Orange juice,12
Berry Soft,3
Berry fruit Ooty,5
mango Pickles,193
Berry Green,3
Capsicum Red/Yellow,8
Capsicum 1,7
Cluster Bean Local,11
Mangalore cucumber,7
Cucumber Ooty,10
Tender Coconut,13
Straw Berry,6
Litchi Taiwan/chaina,4
Mango Dasheri,5
Mango Neelam,7
Mango thotapuri,6
Mango kalapadu,6
Cucumber Israle,10
Cucumber Nati,10
Cucumber,9
Chow-Chow,9
Lime Pickles,281
Corriander Leave,2
Kakadi,12
Brucoli,5
Avare seed (FB seeds),5
Drumstik,11
Cherry Tomoto,10
Cauliflower per Kg,6
Cauliflower(S),9
Chillies Green,7
Capsicum,9
Sweet corn seeds,11
Litchi Local,4
Banana chandra,11
Banana Yellaki,10
Banana pachabale,7
Amla,14
Pomegranate A.raktha,23
Beans Ring,8
Beans Nati,12
Beans,12
Sungold oil 5 lt packet,345
Sun safal Tin 15 lt,14
Tamarind Paste 450 gm,123
Papaya Taiwan,11
Papaya nati,9
Pomegranate Ganesh,18
Jack fruit,7
Grapes Dry 100gm,5
Grapes Dry 250gm,4
Pumpkin Red,7
Pumpkin Ash,8
Peas Ooty,10
Peas Dharwad,12
Times Rose berry,6
Chilles small cleaned (C.B.P),12
Washington gala apple,18
Cherry kashmir,4
Cherry fruit,5
Ber fruit/Bore fruit,7
Berry Delhi,6
Mineral water 1 lt,14
Net rich 5 lt oil,285
Eggs,3
Arive greens,2
knol-khol,12
Chikadi kai,14
G.oil Net rich 500 ml,250
Fruit Juice Tailand,2
Tender Coco packed,11
Orange Australia,24
Orange Ooty,18
Orange Nagpura,12
Orange,24
Sweet corn,5
Spring Onion(Cleaned),29
Spring Onion,38
Double Beans seeds,12
Herali kai,10
Ginger New,23
Ginger ooty,22
Coconut (M),8
Coconut (B),13
Cowpea Long,12
Chikkadikai Round,5
Mint Leaves,4
Dhantu greens,2
Curry leave,2
Ground nut Local,10
Double Beans,5
Chicco(Sapota) rapined,5
Mango Raspuri,9
Mango Alphans,10
Mango Badami,285
Mango Sendura,10
Snake Gourd(S),13
Snake Gourd,12
Coconut (S),6
Sponge Gourd,14
Raddish Red,19
BaleDindu (Banana stem),7
Basale Greens,3
Coconut (OS),6
Selari,12
South Africa Gala apple,21
Indian kinora apple,13
Cabbage Red,11
Cabbage,12
Potato pack,19
Onion pack,19
Chakota greens,4
G.nut oil Rice Bron 1 lt,233
G.nut oil Premium1 lt,196
Ground nut oil 1 lt,282
Thogari kai,12
Tomoto,9
Sweet corn seeds spok,8
Sweet corn cleaned,9
Orange malt,10
Potato(S),42
Potato(B),26
Potato(M),19
Pumpkin Japan,13
Dry dates,242
Apple Chaina Delicious,22
Dates,173
Cashew nut,296
Parvala,14
Palak Greens,4
Greens Sabbakki,2
Maize,12
Y.Bananan T.N.,5
Chain Berry,3
Garlic cleaned,36
Garlic,32
Kashini greens,3
Tender Coconut(S),11
Pista,349
Dates Arebian,123
Thinda,12
Mango sakkaregutti,11
Mango Alphans box,11
Mango rathnagiri(red),9
Grapes Crimson,5
Grapes Krishna sharad,3
Grapes Flame,3
Rumenia Mango,5
Ginger,21
Ground nut Hybrid,6
Cowpea Local,8
Menthya Greens,4
Carrot Nati,6
Carrot Delhi,6
Carrot ooty,6
Sham gadde,12
Byladha Hannu,5
Grapesh Tash ganesh,6
Onion samber,18
Peas Delhi,11
Peas local,5
Mango,7
Papaya Red lady,9
Papaya sola,11
Pineapple,24
Pepper,7
Stevia powder,303
Coconut oil 500 ml,186
Beans Fruit,7
Beans cleaned,9
Brinjal long,5
Brinjal (W),8
Banana karpura,7
Banana Rasabale,11
Banana Nendra,9
Indian Black globe Grapes,5
Papaya red indian,6
Double Beans,8
Ground nut Local,14
Curry leave,3
Dhantu greens,2
Mint Leaves,2
Chikkadikai Round,7
Cowpea Long,8
Coconut (B),8
Coconut (M),10
Ginger ooty,34
Ginger New,44
Herali kai,10
Double Beans seeds,7
Spring Onion,21
Spring Onion(Cleaned),36
Sweet corn,6
Orange,20
Orange Nagpura,22
Orange Ooty,16
Orange Australia,24
Tender Coco packed,14
Fruit Juice Tailand,4
G.oil Net rich 500 ml,164
Chikadi kai,14
knol-khol,10
Arive greens,3
Eggs,3
Net rich 5 lt oil,129
Mineral water 1 lt,6
Berry Delhi,6
Ber fruit/Bore fruit,8
Cherry fruit,4
Cherry kashmir,4
Washington gala apple,15
Chilles small cleaned (C.B.P),9
Times Rose berry,3
Peas Dharwad,11
Peas Ooty,14
Pumpkin Ash,7
Pumpkin Red,12
Grapes Dry 250gm,6
Grapes Dry 100gm,3
Jack fruit,13
Pomegranate Ganesh,23
Papaya nati,5
Papaya Taiwan,6
Tamarind Paste 450 gm,179
Sun safal Tin 15 lt,5
Sungold oil 5 lt packet,164
Beans,6
Beans Nati,11
Beans Ring,6
Pomegranate A.raktha,22
Amla,14
Banana pachabale,5
Banana Yellaki,6
Banana chandra,7
Orange malt,16
Sweet corn cleaned,8
Sweet corn seeds spok,9
Tomoto,9
Thogari kai,9
Ground nut oil 1 lt,338
G.nut oil Premium1 lt,122
G.nut oil Rice Bron 1 lt,143
Chakota greens,3
Onion pack,27
Potato pack,38
Cabbage,14
Cabbage Red,5
Indian kinora apple,20
South Africa Gala apple,13
Selari,10
Coconut (OS),10
Basale Greens,2
BaleDindu (Banana stem),5
Raddish Red,26
Sponge Gourd,12
Coconut (S),11
Snake Gourd,6
Snake Gourd(S),8
Mango Sendura,11
Mango Badami,303
Mango Alphans,11
Mango Raspuri,9
Chicco(Sapota) rapined,11
Byladha Hannu,10
Sham gadde,13
Carrot ooty,11
Carrot Delhi,11
Carrot Nati,10
Menthya Greens,2
Cowpea Local,7
Ground nut Hybrid,9
Ginger,27
Rumenia Mango,9
Grapes Flame,4
Grapes Krishna sharad,4
Grapes Crimson,6
Mango rathnagiri(red),6
Mango Alphans box,7
Mango sakkaregutti,7
Thinda,9
Dates Arebian,248
Pista,130
Tender Coconut(S),10
Kashini greens,4
Garlic,27
Garlic cleaned,21
Chain Berry,4
Y.Bananan T.N.,11
Maize,13
Greens Sabbakki,4
Palak Greens,4
Parvala,10
Cashew nut,322
Dates,247
Apple Chaina Delicious,13
Dry dates,187
Pumpkin Japan,12
Potato(M),43
Potato(B),26
Potato(S),21
Chillies small (C.B.P),7
Chillies Bajji,7
Chillies Cleaned,9
Tamarind seedless,31
Bale hoovu(B.flower),12
Letteus Greens,4
Onion flowers,21
Grapes Sharad,3
Grapes Rose,3
Grapes Sonika,6
Mango Langada,11
Mango Kesar,5
Mango Amarpalli,8
Tender Coconut(M),13
Tamrind Chatisghar,13
Ladys finger,8
Little gourd,10
Lime Local,14
Mango Raw Amblet,8
Mango Raw,9
Jukani,10
G. nut oil Rice 1 lt,213
G. nut oil safal deep1 lt,324
G. nut Golden oil 1 lt,322
Chilakarive green,7
Chillies Bajji yagani,10
Cauliflower(M),10
Baby corn,6
Leeks,6
Parsley,9
Litchi Juice,6
Apple juice,17
Cabbage chaina,11
Cauliflower(B),11
Grapes T.S.,5
Grapes Red globe,3
Pomegranate Bhagav,19
Pomegranate,11
Orange South Africa,13
Sungold oil 5 lt,350
Ground nut oil 5 lt,345
Safal deep 500 ml,9
Brahmi amla juice,3
Pomegranate Juice,18
N.Juice 200 ml,4
Rice Bran 5 lt,349
Apple hazarath palli,13
Apple Green smith,23
Apple Golden delicious,22
Honney 1/2,11
Honney 1 Kg,11
Honney 200 gm,11
Honney 100 gm,5
Brinjal (R),8
Brinjal Bottle,9
Brinjal Mlore,6
Peas seeds,6
Bread fruit,5
Apple Chilli,11
Indian red globe,11
Custerd Apple,14
Chicco(Sapota),7
Guava,6
Gulkan 1 kg,117
Gulkan 1/2 kg,158
Gulkan 1/4 kg,103
Tamarind Paste 150 gm,136
Pickles mixed veg,329
Nagapur Orange Economy,23
South Af.red berry,6
Jumbu juice,2
Apple Fuji chaina,13
Apple Australia,10
Apple Newzeland,21
Molake kalu,11
Hesaru kalu,8
Batani kalu,7
S.mellon Local (Luck),11
Fanda,8
Chocolates Drink box,93
Copra,301
Bore fruit,11
Butter fruit,9
Anjura/Fig,6
Plum Australia,4
Peaches,5
Pomello/Chakotha,13
Rose apple,13
Rampal,7
Tamarind sweet 500gm,27
Jam 1 kg,93
Jam 1/2 kg,142
Jam 200 gm,131
Jam 100 gm,101
Watermellon kiran,14
Watermellon,18
Plum Ooty,6
S.mellon namdhari,24
Mosambi,5
Mosambi polo,9
S.mellon namdhari (Red),15
Dry apricot,11
Badami,268
Dry fruit mixed,316
Potato Baby,26
Dates seedless,325
Sweet Potato(Genasu),43
Raddish,37
Apple Economy,13
Apple Washington,12
Washington red apple,11
Apple Premium,12
Malenian apple,12
Apple Simla,15
Apple Delicious,17
Banana cooking R.Banana,8
Lime Bijapur,17
Mushroom Button,4
Mushroom Milky,4
Avarekai (Field Beans ),6
Avarebele (F. Beans spok),14
G. nut sungold 1 lt,13
Rice Bran 15 lt Tin,331
Pickles,198
Berry Southafrica,4
Berry Golden,4
Berry ball,4
Yam/S.Root,22
Bitter Gourd,5
Bottle Gourd,10
Mango Bygan palli,9
Mango malagova,10
Mango mallika,8
Jambo fruit(Nerale),140
Komark fruit,9
Kiwi fruit,3
Beet Root,10
Grapes Blore blue,5
GrapesAnabi shahi,6
Grapes Dilkush,4
Guava Allahabad(Red),11
Cluster Beans Bunches,10
Cucumber white,9
Kashini (Ganike) Greens,4
Thiland Jelly,4
Pineapple juice,22
Thiland Juice,2
Mushroom Oyster,2
Onion medium,42
Baby corn cleaned,5
Onion Big,31
Onion small(Economy),42
Litchi Local,4
Sweet corn seeds,7
Capsicum,5
Chillies Green,11
Cauliflower(S),6
Cauliflower per Kg,8
Cherry Tomoto,7
Drumstik,10
Avare seed (FB seeds),8
Brucoli,14
Kakadi,10
Corriander Leave,4
Lime Pickles,345
Chow-Chow,8
Cucumber,7
Cucumber Nati,5
Cucumber Israle,11
Mango kalapadu,11
Mango thotapuri,8
Mango Neelam,8
Mango Dasheri,6
Litchi Taiwan/chaina,5
Straw Berry,4
Tender Coconut,14
Cucumber Ooty,7
Mangalore cucumber,5
Cluster Bean Local,6
Capsicum 1,7
Capsicum Red/Yellow,11
Berry Green,6
mango Pickles,166
Berry fruit Ooty,5
Berry Soft,3
Orange juice,14
Chikkadikai cleaned,13
Apple Golden delicious,15
Apple Green smith,23
Apple hazarath palli,19
Rice Bran 5 lt,170
N.Juice 200 ml,2
Pomegranate Juice,14
Brahmi amla juice,3
Safal deep 500 ml,11
Ground nut oil 5 lt,350
Sungold oil 5 lt,341
Orange South Africa,17
Pomegranate,19
Pomegranate Bhagav,15
Grapes Dilkush,6
Grapes Red globe,5
Grapes T.S.,6
Cauliflower(B),12
Cabbage chaina,13
Apple juice,23
Litchi Juice,6
Parsley,10
Leeks,12
Baby corn,10
Herali kai,10
Cauliflower(M),8
Chillies Bajji yagani,12
Chilakarive green,7
G. nut Golden oil 1 lt,259
G. nut oil safal deep1 lt,264
G. nut oil Rice 1 lt,142
Jukani,13
Mango Raw,7
Mango Raw Amblet,11
Lime Local,23
Little gourd,7
Ladys finger,8
Tamrind Chatisghar,11
Tender Coconut(M),12
Mango Amarpalli,11
Mango Kesar,7
Mango Langada,6
Grapes Sonika,4
Grapes Rose,6
Grapes Sharad,3
Onion flowers,41
Letteus Greens,4
Bale hoovu(B.flower),10
Tamarind seedless,32
Chillies Cleaned,13
Chillies Bajji,13
Chillies small (C.B.P),6
Apple Newzeland,19
Apple Australia,16
Apple Fuji chaina,22
Jumbu juice,4
South Af.red berry,5
Nagapur Orange Economy,21
Pickles mixed veg,283
Tamarind Paste 150 gm,112
Gulkan 1/4 kg,117
Gulkan 1/2 kg,92
Gulkan 1 kg,121
Guava,5
Chicco(Sapota),7
Custerd Apple,14
Indian red globe,12
Apple Chilli,18
Bread fruit,9
Peas seeds,9
Brinjal Mlore,10
Brinjal Bottle,10
Brinjal (R),8
Honney 100 gm,10
Honney 200 gm,13
Honney 1 Kg,8
Honney 1/2,7
Apple Delicious,12
Apple Simla,14
Malenian apple,17
Apple Premium,24
Washington red apple,21
Apple Washington,23
Apple Economy,20
Raddish,20
Sweet Potato(Genasu),17
Dates seedless,120
Potato Baby,21
Dry fruit mixed,297
Badami,354
Dry apricot,10
S.mellon namdhari (Red),17
Mosambi polo,9
Mosambi,6
S.mellon namdhari,20
Plum Ooty,3
Watermellon,11
Watermellon kiran,19
Jam 100 gm,94
Jam 200 gm,142
Jam 1/2 kg,166
Jam 1 kg,158
Tamarind sweet 500gm,36
Rampal,12
Rose apple,14
Pomello/Chakotha,12
Peaches,5
Plum Australia,6
Anjura/Fig,3
Butter fruit,12
Bore fruit,10
Copra,345
Chocolates Drink box,172
Fanda,7
S.mellon Local (Luck),11
Batani kalu,8
Hesaru kalu,8
Molake kalu,10
Onion small(Economy),18
Onion Big,26
Baby corn cleaned,10
Onion medium,28
Mushroom Oyster,4
Thiland Juice,4
Pineapple juice,21
Thiland Jelly,3
Kashini (Ganike) Greens,4
Cucumber white,6
Cluster Beans Bunches,9
Guava Allahabad(Red),9
GrapesAnabi shahi,5
Grapes Blore blue,4
Beet Root,8
Kiwi fruit,4
Komark fruit,8
Jambo fruit(Nerale),105
Mango mallika,11
Mango malagova,8
Mango Bygan palli,7
Bottle Gourd,6
Bitter Gourd,5
Yam/S.Root,19
Berry ball,6
Berry Golden,3
Berry Southafrica,6
Pickles,256
Rice Bran 15 lt Tin,194
G. nut sungold 1 lt,12
Avarebele (F. Beans spok),12
Avarekai (Field Beans ),13
Mushroom Milky,2
Mushroom Button,2
Lime Bijapur,23
Banana cooking R.Banana,9
Papaya red indian,7
Indian Black globe Grapes,5
Banana Nendra,6
Banana Rasabale,8
Banana karpura,10
Brinjal (W),10
Brinjal long,5
Beans cleaned,10
Beans Fruit,13
Coconut oil 500 ml,121
Stevia powder,137
Pepper,10
Pineapple,16
Papaya sola,8
Papaya Red lady,6
Mango,11
Peas local,9
Peas Delhi,11
Onion samber,31
Grapesh Tash ganesh,5
Chikkadikai cleaned,13
Orange juice,15
Berry Soft,6
Berry fruit Ooty,5
mango Pickles,358
Berry Green,6
Capsicum Red/Yellow,7
Capsicum 1,11
Cluster Bean Local,7
Mangalore cucumber,8
Cucumber Ooty,9
Tender Coconut,12
Straw Berry,6
Litchi Taiwan/chaina,3
Mango Dasheri,9
Mango Neelam,5
Mango thotapuri,9
Mango kalapadu,10
Cucumber Israle,6
Cucumber Nati,11
Cucumber,7
Chow-Chow,13
Lime Pickles,272
Corriander Leave,4
Kakadi,10
Brucoli,6
Avare seed (FB seeds),10
Drumstik,8
Cherry Tomoto,5
Cauliflower per Kg,7
Cauliflower(S),10
Chillies Green,6
Capsicum,6
Sweet corn seeds,8
Litchi Local,6
Banana chandra,9
Banana Yellaki,6
Banana pachabale,11
Amla,14
Pomegranate A.raktha,11
Beans Ring,9
Beans Nati,13
Beans,11
Sungold oil 5 lt packet,132
Sun safal Tin 15 lt,7
Tamarind Paste 450 gm,175
Papaya Taiwan,6
Papaya nati,6
Pomegranate Ganesh,20
Jack fruit,5
Grapes Dry 100gm,4
Grapes Dry 250gm,4
Pumpkin Red,14
Pumpkin Ash,10
Peas Ooty,11
Peas Dharwad,9
Times Rose berry,3
Chilles small cleaned (C.B.P),9
Washington gala apple,10
Cherry kashmir,5
Cherry fruit,5
Ber fruit/Bore fruit,8
Berry Delhi,4
Mineral water 1 lt,6
Net rich 5 lt oil,253
Eggs,4
Arive greens,4
knol-khol,14
Chikadi kai,7
G.oil Net rich 500 ml,339
Fruit Juice Tailand,3
Tender Coco packed,12
Orange Australia,19
Orange Ooty,11
Orange Nagpura,16
Orange,16
Sweet corn,9
Spring Onion(Cleaned),25
Spring Onion,34
Double Beans seeds,11
Ginger New,23
Ginger ooty,34
Coconut (M),7
Coconut (B),12
Cowpea Long,14
Chikkadikai Round,12
Mint Leaves,3
Dhantu greens,4
Curry leave,2
Ground nut Local,11
Double Beans,8
Chicco(Sapota) rapined,8
Mango Raspuri,5
Mango Alphans,7
Mango Badami,158
Mango Sendura,9
Snake Gourd(S),12
Snake Gourd,12
Coconut (S),13
Sponge Gourd,6
Raddish Red,39
BaleDindu (Banana stem),7
Basale Greens,4
Coconut (OS),14
Selari,10
South Africa Gala apple,11
Indian kinora apple,15
Cabbage Red,10
Cabbage,11
Potato pack,22
Onion pack,20
Chakota greens,2
G.nut oil Rice Bron 1 lt,308
G.nut oil Premium1 lt,214
Ground nut oil 1 lt,314
Thogari kai,9
Tomoto,6
Sweet corn seeds spok,8
Sweet corn cleaned,9
Orange malt,16
Potato(S),25
Potato(B),16
Potato(M),15
Pumpkin Japan,12
Dry dates,203
Apple Chaina Delicious,23
Dates,225
Cashew nut,328
Parvala,14
Palak Greens,3
Greens Sabbakki,3
Maize,14
Y.Bananan T.N.,6
Chain Berry,3
Garlic cleaned,21
Garlic,30
Kashini greens,2
Tender Coconut(S),6
Pista,351
Dates Arebian,342
Thinda,13
Mango sakkaregutti,11
Mango Alphans box,5
Mango rathnagiri(red),10
Grapes Crimson,5
Grapes Krishna sharad,4
Grapes Flame,5
Rumenia Mango,11
Ginger,23
Ground nut Hybrid,6
Cowpea Local,11
Menthya Greens,2
Carrot Nati,7
Carrot Delhi,11
Carrot ooty,8
Sham gadde,8
Byladha Hannu,6
Chillies small (C.B.P),12
Chillies Bajji,9
Chillies Cleaned,5
Tamarind seedless,20
Bale hoovu(B.flower),11
Letteus Greens,2
Onion flowers,15
Grapes Sharad,4
Grapes Rose,4
Grapes Sonika,3
Mango Langada,6
Mango Kesar,5
Mango Amarpalli,7
Tender Coconut(M),5
Tamrind Chatisghar,10
Ladys finger,13
Little gourd,13
Lime Local,18
Mango Raw Amblet,6
Mango Raw,7
Jukani,11
G. nut oil Rice 1 lt,199
G. nut oil safal deep1 lt,304
G. nut Golden oil 1 lt,185
Chilakarive green,7
Chillies Bajji yagani,13
Cauliflower(M),11
Herali kai,14
Baby corn,12
Leeks,9
Parsley,13
Litchi Juice,6
Apple juice,12
Cabbage chaina,12
Cauliflower(B),14
Grapes T.S.,6
Grapes Red globe,6
Grapes Dilkush,4
Pomegranate Bhagav,22
Pomegranate,19
Orange South Africa,10
Sungold oil 5 lt,210
Ground nut oil 5 lt,121
Safal deep 500 ml,11
Brahmi amla juice,2
Pomegranate Juice,13
N.Juice 200 ml,3
Rice Bran 5 lt,180
Apple hazarath palli,16
Apple Green smith,17
Apple Golden delicious,14
Honney 1/2,10
Honney 1 Kg,12
Honney 200 gm,8
Honney 100 gm,10
Brinjal (R),11
Brinjal Bottle,7
Brinjal Mlore,6
Peas seeds,10
Bread fruit,11
Apple Chilli,22
Indian red globe,6
Custerd Apple,19
Chicco(Sapota),6
Guava,9
Gulkan 1 kg,103
Gulkan 1/2 kg,144
Gulkan 1/4 kg,123
Tamarind Paste 150 gm,152
Pickles mixed veg,292
Nagapur Orange Economy,17
South Af.red berry,5
Jumbu juice,4
Apple Fuji chaina,14
Apple Australia,22
Apple Newzeland,17
Molake kalu,6
Hesaru kalu,10
Batani kalu,11
S.mellon Local (Luck),23
Fanda,13
Chocolates Drink box,116
Copra,282
Bore fruit,9
Butter fruit,5
Anjura/Fig,5
Plum Australia,6
Peaches,3
Pomello/Chakotha,20
Rose apple,21
Rampal,14
Tamarind sweet 500gm,44
Jam 1 kg,91
Jam 1/2 kg,159
Jam 200 gm,159
Jam 100 gm,116
Watermellon kiran,22
Watermellon,23
Plum Ooty,3
S.mellon namdhari,22
Mosambi,14
Mosambi polo,10
S.mellon namdhari (Red),24
Dry apricot,12
Badami,137
Dry fruit mixed,272
Potato Baby,29
Dates seedless,295
Sweet Potato(Genasu),31
Raddish,25
Apple Economy,18
Apple Washington,19
Washington red apple,15
Apple Premium,19
Malenian apple,11
Apple Simla,21
Apple Delicious,15
Banana cooking R.Banana,10
Lime Bijapur,12
Mushroom Button,4
Mushroom Milky,2
Avarekai (Field Beans ),11
Avarebele (F. Beans spok),13
G. nut sungold 1 lt,8
Rice Bran 15 lt Tin,157
Pickles,162
Berry Southafrica,4
Berry Golden,6
Berry ball,5
Yam/S.Root,17
Bitter Gourd,13
Bottle Gourd,12
Mango Bygan palli,6
Mango malagova,10
Mango mallika,5
Jambo fruit(Nerale),101
Komark fruit,12
Kiwi fruit,6
Beet Root,8
Grapes Blore blue,5
GrapesAnabi shahi,6
Guava Allahabad(Red),6
Cluster Beans Bunches,11
Cucumber white,5
Kashini (Ganike) Greens,3
Thiland Jelly,2
Pineapple juice,13
Thiland Juice,4
Mushroom Oyster,4
Onion medium,18
Baby corn cleaned,11
Onion Big,30
Onion small(Economy),31
Litchi Local,3
Sweet corn seeds,9
Capsicum,7
Chillies Green,11
Cauliflower(S),8
Cauliflower per Kg,10
Cherry Tomoto,7
Drumstik,5
Avare seed (FB seeds),13
Brucoli,6
Kakadi,9
Corriander Leave,3
Lime Pickles,286
Chow-Chow,14
Cucumber,6
Cucumber Nati,5
Cucumber Israle,10
Mango kalapadu,10
Mango thotapuri,5
Mango Neelam,8
Mango Dasheri,6
Litchi Taiwan/chaina,3
Straw Berry,5
Tender Coconut,13
Cucumber Ooty,6
Mangalore cucumber,6
Cluster Bean Local,10
Capsicum 1,8
Capsicum Red/Yellow,5
Berry Green,5
mango Pickles,359
Berry fruit Ooty,4
Berry Soft,3
Orange juice,15
Chikkadikai cleaned,7
Grapesh Tash ganesh,4
Onion samber,25
Peas Delhi,11
Peas local,7
Mango,9
Papaya Red lady,9
Papaya sola,8
Pineapple,12
Pepper,7
Stevia powder,169
Coconut oil 500 ml,294
Beans Fruit,10
Beans cleaned,11
Brinjal long,9
Brinjal (W),10
Banana karpura,6
Banana Rasabale,5
Banana Nendra,6
Indian Black globe Grapes,3
Papaya red indian,6
Double Beans,8
Ground nut Local,6
Curry leave,3
Dhantu greens,4
Mint Leaves,2
Chikkadikai Round,5
Cowpea Long,10
Coconut (B),6
Coconut (M),11
Ginger ooty,39
Ginger New,42
Double Beans seeds,9
Spring Onion,39
Spring Onion(Cleaned),35
Sweet corn,6
Orange,16
Orange Nagpura,16
Orange Ooty,15
Orange Australia,22
Tender Coco packed,13
Fruit Juice Tailand,2
G.oil Net rich 500 ml,143
Chikadi kai,9
knol-khol,5
Arive greens,4
Eggs,3
Net rich 5 lt oil,297
Mineral water 1 lt,5
Berry Delhi,6
Ber fruit/Bore fruit,8
Cherry fruit,5
Cherry kashmir,6
Washington gala apple,22
Chilles small cleaned (C.B.P),13
Times Rose berry,4
Peas Dharwad,8
Peas Ooty,8
Pumpkin Ash,7
Pumpkin Red,8
Grapes Dry 250gm,3
Grapes Dry 100gm,5
Jack fruit,14
Pomegranate Ganesh,17
Papaya nati,10
Papaya Taiwan,9
Tamarind Paste 450 gm,119
Sun safal Tin 15 lt,5
Sungold oil 5 lt packet,151
Beans,12
Beans Nati,6
Beans Ring,12
Pomegranate A.raktha,13
Amla,10
Banana pachabale,10
Banana Yellaki,11
Banana chandra,9
Orange malt,22
Sweet corn cleaned,10
Sweet corn seeds spok,5
Tomoto,10
Thogari kai,11
Ground nut oil 1 lt,264
G.nut oil Premium1 lt,290
G.nut oil Rice Bron 1 lt,286
Chakota greens,2
Onion pack,18
Potato pack,19
Cabbage,8
Cabbage Red,8
Indian kinora apple,10
South Africa Gala apple,13
Selari,10
Coconut (OS),6
Basale Greens,2
BaleDindu (Banana stem),5
Raddish Red,17
Sponge Gourd,14
Coconut (S),5
Snake Gourd,8
Snake Gourd(S),5
Mango Sendura,9
Mango Badami,320
Mango Alphans,6
Mango Raspuri,9
Chicco(Sapota) rapined,8
Byladha Hannu,8
Sham gadde,14
Carrot ooty,8
Carrot Delhi,8
Carrot Nati,6
Menthya Greens,3
Cowpea Local,12
Ground nut Hybrid,7
Ginger,33
Rumenia Mango,11
Grapes Flame,3
Grapes Krishna sharad,6
Grapes Crimson,5
Mango rathnagiri(red),7
Mango Alphans box,5
Mango sakkaregutti,8
Thinda,13
Dates Arebian,326
Pista,156
Tender Coconut(S),8
Kashini greens,3
Garlic,34
Garlic cleaned,20
Chain Berry,5
Y.Bananan T.N.,6
Maize,7
Greens Sabbakki,3
Palak Greens,3
Parvala,10
Cashew nut,312
Dates,231
Apple Chaina Delicious,13
Dry dates,152
Pumpkin Japan,10
Potato(M),18
Potato(B),33
Potato(S),20
Apple Golden delicious,22
Apple Green smith,23
Apple hazarath palli,23
Rice Bran 5 lt,181
N.Juice 200 ml,3
Pomegranate Juice,10
Brahmi amla juice,3
Safal deep 500 ml,8
Ground nut oil 5 lt,310
Sungold oil 5 lt,268
Orange South Africa,17
Pomegranate,21
Pomegranate Bhagav,21
Grapes Dilkush,5
